host_animal_common,sample_id,gene,gene_type,gene_identifier,gene_name_family,resistance_class
swine,SD57007PPY20142,mef(B),chromosome,mef(B),MFS,macrolide
swine,SD57007PPY20142,tet(A),chromosome,tet(A),MFS,tetracycline
swine,SD57007PPY20142,aac(3)-IIa,chromosome,AAC(3)-IIe,AAC(3),aminoglycoside
swine,SD57007PPY20142,aac(3)-IIa,chromosome,AAC(3)-II,AAC(3),aminoglycoside
swine,SD57007PPY20142,dfrA14,chromosome,dfrA14,dfr,folate pathway antagonist
swine,SD57007PPY20142,catA2,chromosome,catA2,CAT,phenicol
swine,SD57007PPY20142,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,SD57007PPY20142,tet(34),chromosome,tet34,tet,tetracycline
swine,SD57007PPY20142,IncX4,plasmid,IncX4,,MULTI-DRUG
swine,SD57007PPY20142,Col(MG828),plasmid,Col(MG828),,colistin
swine,SD57007PPY20142,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,SD57007PPY20142,IncI2_Delta,plasmid,IncI2_Delta,,MULTI-DRUG
swine,SD57007PPY20142,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,SD57007PPY20142,ColE10,plasmid,ColE10,,colistin
swine,SD57007PPY20142,IncY,plasmid,IncY,,MULTI-DRUG
swine,SD57007PPY20142,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,SD57007PPY20142,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,SD57007PPY20142,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,SD57007PPY20150,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
swine,SD57007PPY20150,ColRNAI,plasmid,ColRNAI,,colistin
swine,SD57007PPY20150,IncI2_Delta,plasmid,IncI2_Delta,,MULTI-DRUG
swine,SD57007PPY20150,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,SD57007PPY20150,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,SD57007PPY20150,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,SD57007PPY20163,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,SD57007PPY20163,aadA11,chromosome,aadA11,ANT(3''),aminoglycoside
swine,SD57007PPY20163,dfrA12,chromosome,dfrA12,dfr,folate pathway antagonist
swine,SD57007PPY20163,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
swine,SD57007PPY20163,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
swine,SD57007PPY20163,aadA15,chromosome,aadA15,ANT(3''),aminoglycoside
swine,SD57007PPY20163,tet(A),chromosome,tet(A),MFS,tetracycline
swine,SD57007PPY20163,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
swine,SD57007PPY20163,aadA12,chromosome,aadA12,ANT(3''),aminoglycoside
swine,SD57007PPY20163,sul2,chromosome,sul2,sul,sulfonamide
swine,SD57007PPY20163,aph(4)-Ia,chromosome,APH(4)-Ia,APH(3'),aminoglycoside
swine,SD57007PPY20163,aac(3)-IVa,chromosome,AAC(3)-IVa,AAC(3),aminoglycoside
swine,SD57007PPY20163,aac(3)-IVa,chromosome,AAC(3)-IV,AAC(3),aminoglycoside
swine,SD57007PPY20163,cmlA1,chromosome,cmlA1,MFS,phenicol
swine,SD57007PPY20163,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
swine,SD57007PPY20163,sul3,chromosome,sul3,sul,sulfonamide
swine,SD57007PPY20163,sul1,chromosome,sul1,sul,sulfonamide
swine,SD57007PPY20163,arr-3,chromosome,arr-3,Arr,rifamycin
swine,SD57007PPY20163,catB3,chromosome,catB3,CAT,phenicol
swine,SD57007PPY20163,blaOXA-1,chromosome,OXA-1,OXA,beta-lactam
swine,SD57007PPY20163,aac(6')-Ib-cr,chromosome,AAC(6')-Ib-cr,AAC(6')-Ib-cr,aminoglycoside
swine,SD57007PPY20163,Col440II,plasmid,Col440II,,colistin
swine,SD57007PPY20163,IncFIB(pKPHS1)_pKPHS1,plasmid,IncFIB(pKPHS1)_pKPHS1,,MULTI-DRUG
swine,SD57007PPY20163,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
swine,SD57007PPY20163,IncX4,plasmid,IncX4,,MULTI-DRUG
swine,SD57007PPY20163,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,SD57007PPY20163,IncHI2A,plasmid,IncHI2A,,MULTI-DRUG
swine,SD57007PPY20163,ColRNAI,plasmid,ColRNAI,,colistin
swine,SD57007PPY20163,Col440I,plasmid,Col440I,,colistin
swine,SD57007PPY20163,IncX1,plasmid,IncX1,,MULTI-DRUG
swine,SD57007PPY20163,RepA_pKPC-CAV1321,plasmid,RepA_pKPC-CAV1321,,MULTI-DRUG
swine,SD57007PPY20163,IncHI2,plasmid,IncHI2,,MULTI-DRUG
swine,SD57007PPY20163,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,SD57007PPY20163,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,SD57007PPY20163,aadA17,chromosome,aadA17,ANT(3''),aminoglycoside
swine,SD57007PPY20163,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,SD57007PPY20163,ARR-3,chromosome,arr-3,Arr,rifamycin
swine,SD57007PPY20167,tet(A),chromosome,tet(A),MFS,tetracycline
swine,SD57007PPY20167,blaEC,chromosome,blaEC,ampC,beta-lactam
swine,SD57007PPY20167,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
swine,SD57007PPY20167,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
swine,SD57007PPY20167,sul2,chromosome,sul2,sul,sulfonamide
swine,SD57007PPY20167,blaCMY-2,chromosome,CMY-2,CMY,beta-lactam
swine,SD57007PPY20167,aadA25,chromosome,aadA25,ANT(3''),aminoglycoside
swine,SD57007PPY20167,aac(3)-VIa,chromosome,AAC(3)-VIa,AAC(3),aminoglycoside
swine,SD57007PPY20167,sul1,chromosome,sul1,sul,sulfonamide
swine,SD57007PPY20167,tet(34),chromosome,tet34,tet,tetracycline
swine,SD57007PPY20167,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,SD57007PPY20167,floR,chromosome,floR,MFS,phenicol
swine,SD57007PPY20167,IncFII(pSE11)_pSE11,plasmid,IncFII(pSE11)_pSE11,,MULTI-DRUG
swine,SD57007PPY20167,Col440I,plasmid,Col440I,,colistin
swine,SD57007PPY20167,IncA/C2,plasmid,IncA/C2,,MULTI-DRUG
swine,SD57007PPY20167,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
swine,SD57007PPY20167,IncFII,plasmid,IncFII,,MULTI-DRUG
swine,SD57007PPY20167,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,SD57007PPY20167,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,SD57007PPY20167,ColRNAI,plasmid,ColRNAI,,colistin
swine,SD57007PPY20167,IncFIB(K)_Kpn3,plasmid,IncFIB(K)_Kpn3,,MULTI-DRUG
swine,SD57007PPY20167,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,SD57007PPY20167,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,SD57007PPY20167,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,SD57007PPY20170,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
swine,SD57007PPY20170,qnrS1,chromosome,qnrS1,qnr,fluoroquinolone
swine,SD57007PPY20170,tet(34),chromosome,tet34,tet,tetracycline
swine,SD57007PPY20170,tet(A),chromosome,tet(A),MFS,tetracycline
swine,SD57007PPY20170,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
swine,SD57007PPY20170,IncFIA(HI1)_HI1,plasmid,IncFIA(HI1)_HI1,,MULTI-DRUG
swine,SD57007PPY20170,ColRNAI,plasmid,ColRNAI,,colistin
swine,SD57007PPY20170,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,SD57007PPY20170,IncFIB(pB171)_pB171,plasmid,IncFIB(pB171)_pB171,,MULTI-DRUG
swine,SD57007PPY20170,IncX3,plasmid,IncX3,,MULTI-DRUG
swine,SD57007PPY20170,IncX1,plasmid,IncX1,,MULTI-DRUG
swine,SD57007PPY20170,IncFIB(K)_Kpn3,plasmid,IncFIB(K)_Kpn3,,MULTI-DRUG
swine,SD57007PPY20170,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,SD57007PPY20170,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
swine,WA99164PPY20228,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
swine,WA99164PPY20228,tet(34),chromosome,tet34,tet,tetracycline
swine,WA99164PPY20228,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,WI53706PPY20029,tet(34),chromosome,tet34,tet,tetracycline
swine,WI53706PPY20029,blaCTX-M-55,chromosome,CTX-M-55,CTX-M,beta-lactam
swine,WI53706PPY20029,tet(A),chromosome,tet(A),MFS,tetracycline
swine,WI53706PPY20029,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
swine,WI53706PPY20029,sul3,chromosome,sul3,sul,sulfonamide
swine,WI53706PPY20029,mef(B),chromosome,mef(B),MFS,macrolide
swine,WI53706PPY20029,erm(B),chromosome,erm(B),Erm,macrolide
swine,WI53706PPY20029,floR,chromosome,floR,MFS,phenicol
swine,WI53706PPY20029,qnrB19,chromosome,qnrB19,qnr,fluoroquinolone
swine,WI53706PPY20029,aac(3)-IIa,chromosome,AAC(3)-IIe,AAC(3),aminoglycoside
swine,WI53706PPY20029,aac(3)-IIa,chromosome,AAC(3)-II,AAC(3),aminoglycoside
swine,WI53706PPY20029,blaEC-8,chromosome,blaEC-8,ampC,beta-lactam
swine,WI53706PPY20029,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
swine,WI53706PPY20029,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
swine,WI53706PPY20029,IncX4,plasmid,IncX4,,MULTI-DRUG
swine,WI53706PPY20029,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
swine,WI53706PPY20029,Col440I,plasmid,Col440I,,colistin
swine,WI53706PPY20029,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
swine,WI53706PPY20029,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
swine,WI53706PPY20029,erm(B)8,chromosome,erm(B),Erm,macrolide
turkey,IN47907PPY20561,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
turkey,IN47907PPY20561,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
turkey,IN47907PPY20561,tet(34),chromosome,tet34,tet,tetracycline
turkey,IN47907PPY20561,tet(B),chromosome,tet(B),MFS,tetracycline
turkey,IN47907PPY20561,IncFIB(K)_Kpn3,plasmid,IncFIB(K)_Kpn3,,MULTI-DRUG
turkey,IN47907PPY20561,Col156,plasmid,Col156,,colistin
turkey,IN47907PPY20561,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
turkey,IN47907PPY20561,IncFIB(pB171)_pB171,plasmid,IncFIB(pB171)_pB171,,MULTI-DRUG
turkey,IN47907PPY20561,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
turkey,IN47907PPY20561,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,MN55108PPY20301,tet(A),chromosome,tet(A),MFS,tetracycline
turkey,MN55108PPY20301,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
turkey,MN55108PPY20301,tet(34),chromosome,tet34,tet,tetracycline
turkey,MN55108PPY20301,IncFIB(pKPHS1)_pKPHS1,plasmid,IncFIB(pKPHS1)_pKPHS1,,MULTI-DRUG
turkey,MN55108PPY20301,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
turkey,MN55108PPY20301,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
turkey,MN55108PPY20301,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,MN55108PPY20305,blaPDC-113,chromosome,PDC-113,PDC,beta-lactam
turkey,MN55108PPY20305,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
turkey,MN55108PPY20305,tet(34),chromosome,tet34,tet,tetracycline
turkey,MN55108PPY20305,blaTEM-150,chromosome,blaTEM-150,TEM,beta-lactam
turkey,MN55108PPY20305,sul2,chromosome,sul2,sul,sulfonamide
turkey,MN55108PPY20305,IncFII(pRSB107)_pRSB107,plasmid,IncFII(pRSB107)_pRSB107,,MULTI-DRUG
turkey,MN55108PPY20305,p0111,plasmid,p0111,,MULTI-DRUG
turkey,MN55108PPY20305,IncX1,plasmid,IncX1,,MULTI-DRUG
turkey,MN55108PPY20305,IncX3,plasmid,IncX3,,MULTI-DRUG
turkey,MN55108PPY20305,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
turkey,MN55108PPY20305,blaPAO,chromosome,PDC-10,PDC,beta-lactam
turkey,MN55108PPY20305,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,MN55108PPY20305,blaTEM-1A,chromosome,blaTEM-1A,TEM,beta-lactam
turkey,MN55108PPY20313,tet(A),chromosome,tet(A),MFS,tetracycline
turkey,MN55108PPY20313,blaHER-3,chromosome,HER-3,HERA,beta-lactam
turkey,MN55108PPY20313,tet(34),chromosome,tet34,tet,tetracycline
turkey,MN55108PPY20313,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
turkey,MN55108PPY20313,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
turkey,MN55108PPY20313,aac(3)-VIa,chromosome,AAC(3)-VIa,AAC(3),aminoglycoside
turkey,MN55108PPY20313,sul1,chromosome,sul1,sul,sulfonamide
turkey,MN55108PPY20313,ColRNAI,plasmid,ColRNAI,,colistin
turkey,MN55108PPY20313,Col(MG828),plasmid,Col(MG828),,colistin
turkey,MN55108PPY20313,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
turkey,MN55108PPY20313,IncX4,plasmid,IncX4,,MULTI-DRUG
turkey,MN55108PPY20313,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
turkey,MN55108PPY20313,IncFII(pHN7A8)_pHN7A8,plasmid,IncFII(pHN7A8)_pHN7A8,,MULTI-DRUG
turkey,MN55108PPY20313,Col156,plasmid,Col156,,colistin
turkey,MN55108PPY20313,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,MN55108PPY20313,blaHERA-3,chromosome,HERA-3,HERA,beta-lactam
turkey,MN55108PPY20313,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
turkey,MN55108PPY20329,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
turkey,MN55108PPY20329,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
turkey,MN55108PPY20329,IncX3,plasmid,IncX3,,MULTI-DRUG
turkey,MN55108PPY20329,IncX1,plasmid,IncX1,,MULTI-DRUG
turkey,MN55108PPY20329,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
turkey,MN55108PPY20329,IncFIA,plasmid,IncFIA,,MULTI-DRUG
turkey,MN55108PPY20329,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
turkey,MN55108PPY20329,ColRNAI,plasmid,ColRNAI,,colistin
turkey,MN55108PPY20329,ColpVC,plasmid,ColpVC,,colistin
turkey,MN55108PPY20329,Col(MG828),plasmid,Col(MG828),,colistin
turkey,MN55108PPY20329,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,MN55108PPY20329,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
turkey,MO65211PPY20601,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
turkey,MO65211PPY20601,tet(34),chromosome,tet34,tet,tetracycline
turkey,MO65211PPY20601,blaHER-3,chromosome,HER-3,HERA,beta-lactam
turkey,MO65211PPY20601,tet(A),chromosome,tet(A),MFS,tetracycline
turkey,MO65211PPY20601,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
turkey,MO65211PPY20601,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
turkey,MO65211PPY20601,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
turkey,MO65211PPY20601,ColRNAI,plasmid,ColRNAI,,colistin
turkey,MO65211PPY20601,Col440II,plasmid,Col440II,,colistin
turkey,MO65211PPY20601,Col(MG828),plasmid,Col(MG828),,colistin
turkey,MO65211PPY20601,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,MO65211PPY20601,blaHERA-3,chromosome,HERA-3,HERA,beta-lactam
turkey,MO65211PPY20632,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
turkey,MO65211PPY20632,tet(34),chromosome,tet34,tet,tetracycline
turkey,MO65211PPY20632,aac(3)-Ic,chromosome,AAC(3)-Ic,AAC(3),aminoglycoside
turkey,MO65211PPY20632,cmlA5,chromosome,cmlA5,MFS,phenicol
turkey,MO65211PPY20632,sul1,chromosome,sul1,sul,sulfonamide
turkey,MO65211PPY20632,aac(3)-IId,chromosome,AAC(3)-IId,AAC(3),aminoglycoside
turkey,MO65211PPY20632,aac(3)-IId,chromosome,AAC(3)-Iid,AAC(3),aminoglycoside
turkey,MO65211PPY20632,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
turkey,MO65211PPY20632,IncB/O/K/Z,plasmid,IncB/O/K/Z,,MULTI-DRUG
turkey,MO65211PPY20632,IncFII(pCoo)_pCoo,plasmid,IncFII(pCoo)_pCoo,,MULTI-DRUG
turkey,MO65211PPY20632,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
turkey,MO65211PPY20632,Col156,plasmid,Col156,,colistin
turkey,MO65211PPY20632,ColRNAI,plasmid,ColRNAI,,colistin
turkey,MO65211PPY20632,Col8282,plasmid,Col8282,,colistin
turkey,MO65211PPY20632,Col(MG828),plasmid,Col(MG828),,colistin
turkey,MO65211PPY20632,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,MO65211PPY20632,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
turkey,MO65211PPY20632,cmlA1,chromosome,cmlA1,MFS,phenicol
turkey,MO65211PPY20632,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
turkey,OH43068PPY20044,tet(34),chromosome,tet34,tet,tetracycline
turkey,OH43068PPY20044,blaEC,chromosome,blaEC,ampC,beta-lactam
turkey,OH43068PPY20044,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
turkey,OH43068PPY20044,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
turkey,OH43068PPY20044,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,PA16802PPY20032,tet(A),chromosome,tet(A),MFS,tetracycline
turkey,PA16802PPY20032,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
turkey,PA16802PPY20032,sul2,chromosome,sul2,sul,sulfonamide
turkey,PA16802PPY20032,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
turkey,PA16802PPY20032,blaEC-15,chromosome,blaEC-15,ampC,beta-lactam
turkey,PA16802PPY20032,tet(34),chromosome,tet34,tet,tetracycline
turkey,PA16802PPY20032,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
turkey,PA16802PPY20032,ColRNAI,plasmid,ColRNAI,,colistin
turkey,PA16802PPY20032,Col440II,plasmid,Col440II,,colistin
turkey,PA16802PPY20032,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
turkey,PA16802PPY20032,IncX1,plasmid,IncX1,,MULTI-DRUG
turkey,PA16802PPY20032,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
turkey,PA16802PPY20032,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
turkey,PA16802PPY20032,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
turkey,PA16802PPY20032,sul28,chromosome,sul28,sul,sulfonamide
turkey,PA16802PPY20032,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,PA16802PPY20032,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
turkey,SD57007PPY20171,aac(3)-IId,chromosome,AAC(3)-IId,AAC(3),aminoglycoside
turkey,SD57007PPY20171,aac(3)-IId,chromosome,AAC(3)-Iid,AAC(3),aminoglycoside
turkey,SD57007PPY20171,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
turkey,SD57007PPY20171,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
turkey,SD57007PPY20171,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
turkey,SD57007PPY20171,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
turkey,SD57007PPY20171,sul2,chromosome,sul2,sul,sulfonamide
turkey,SD57007PPY20171,sul1,chromosome,sul1,sul,sulfonamide
turkey,SD57007PPY20171,aadA5,chromosome,aadA5,ANT(3''),aminoglycoside
turkey,SD57007PPY20171,dfrA17,chromosome,dfrA17,dfr,folate pathway antagonist
turkey,SD57007PPY20171,tet(B),chromosome,tet(B),MFS,tetracycline
turkey,SD57007PPY20171,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
turkey,SD57007PPY20171,ColRNAI,plasmid,ColRNAI,,colistin
turkey,SD57007PPY20171,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
turkey,SD57007PPY20171,Col156,plasmid,Col156,,colistin
turkey,SD57007PPY20171,Col(MG828),plasmid,Col(MG828),,colistin
turkey,SD57007PPY20171,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
turkey,SD57007PPY20171,IncX1,plasmid,IncX1,,MULTI-DRUG
turkey,SD57007PPY20171,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,SD57007PPY20171,blaTEM-1B,chromosome,blaTEM-1B,TEM,beta-lactam
turkey,SD57007PPY20171,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
turkey,SD57007PPY20187,sul2,chromosome,sul2,sul,sulfonamide
turkey,SD57007PPY20187,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
turkey,SD57007PPY20187,tet(34),chromosome,tet34,tet,tetracycline
turkey,SD57007PPY20187,tet(A),chromosome,tet(A),MFS,tetracycline
turkey,SD57007PPY20187,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
turkey,SD57007PPY20187,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
turkey,SD57007PPY20187,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
turkey,SD57007PPY20187,tet(B),chromosome,tet(B),MFS,tetracycline
turkey,SD57007PPY20187,ColRNAI,plasmid,ColRNAI,,colistin
turkey,SD57007PPY20187,Col(MG828),plasmid,Col(MG828),,colistin
turkey,SD57007PPY20187,IncFII(29)_pUTI89,plasmid,IncFII(29)_pUTI89,,MULTI-DRUG
turkey,SD57007PPY20187,Col(MGD2),plasmid,Col(MGD2),,colistin
turkey,SD57007PPY20187,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,SD57007PPY20189,tet(34),chromosome,tet34,tet,tetracycline
turkey,SD57007PPY20189,blaHER-3,chromosome,HER-3,HERA,beta-lactam
turkey,SD57007PPY20189,blaCARB-2,chromosome,CARB-2,CARB,beta-lactam
turkey,SD57007PPY20189,aadA2,chromosome,aadA2,ANT(3''),aminoglycoside
turkey,SD57007PPY20189,sul1,chromosome,sul1,sul,sulfonamide
turkey,SD57007PPY20189,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
turkey,SD57007PPY20189,sul2,chromosome,sul2,sul,sulfonamide
turkey,SD57007PPY20189,tet(B),chromosome,tet(B),MFS,tetracycline
turkey,SD57007PPY20189,Col(MG828),plasmid,Col(MG828),,colistin
turkey,SD57007PPY20189,ColRNAI,plasmid,ColRNAI,,colistin
turkey,SD57007PPY20189,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
turkey,SD57007PPY20189,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
turkey,SD57007PPY20189,Col156,plasmid,Col156,,colistin
turkey,SD57007PPY20189,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
turkey,SD57007PPY20189,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,SD57007PPY20189,blaHERA-3,chromosome,HERA-3,HERA,beta-lactam
turkey,SD57007PPY20189,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
turkey,SD57007PPY20193,sul2,chromosome,sul2,sul,sulfonamide
turkey,SD57007PPY20193,blaHER-3,chromosome,HER-3,HERA,beta-lactam
turkey,SD57007PPY20193,blaEC,chromosome,blaEC,ampC,beta-lactam
turkey,SD57007PPY20193,sul1,chromosome,sul1,sul,sulfonamide
turkey,SD57007PPY20193,aac(3)-VIa,chromosome,AAC(3)-VIa,AAC(3),aminoglycoside
turkey,SD57007PPY20193,aadA1,chromosome,aadA1,ANT(3''),aminoglycoside
turkey,SD57007PPY20193,aph(3'')-Ib,chromosome,APH(3'')-Ib,APH(3''),aminoglycoside
turkey,SD57007PPY20193,aph(6)-Id,chromosome,APH(6)-Id,APH(6),aminoglycoside
turkey,SD57007PPY20193,aph(3')-Ia,chromosome,APH(3')-Ia,APH(3'),aminoglycoside
turkey,SD57007PPY20193,tet(A),chromosome,tet(A),MFS,tetracycline
turkey,SD57007PPY20193,tet(B),chromosome,tet(B),MFS,tetracycline
turkey,SD57007PPY20193,IncFIA,plasmid,IncFIA,,MULTI-DRUG
turkey,SD57007PPY20193,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
turkey,SD57007PPY20193,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
turkey,SD57007PPY20193,IncI1_Alpha,plasmid,IncI1_Alpha,,MULTI-DRUG
turkey,SD57007PPY20193,IncFII(29)_pUTI89,plasmid,IncFII(29)_pUTI89,,MULTI-DRUG
turkey,SD57007PPY20193,mdf(A),chromosome,mdf(A),MFS,MULTI-DRUG
turkey,SD57007PPY20193,blaHERA-3,chromosome,HERA-3,HERA,beta-lactam
turkey,SD57007PPY20193,ant(3'')-Ia,chromosome,ANT(3'')-Ia,	ANT(3''),aminoglycoside
turkey,SD57007PPY20207,blaEC-18,chromosome,blaEC-18,ampC,beta-lactam
turkey,SD57007PPY20207,blaEC-13,chromosome,blaEC-13,ampC,beta-lactam
turkey,SD57007PPY20207,blaEC-5,chromosome,blaEC-5,ampC,beta-lactam
turkey,SD57007PPY20207,blaTEM-1,chromosome,blaTEM-1,TEM,beta-lactam
turkey,SD57007PPY20207,aac(3)-IId,chromosome,AAC(3)-IId,AAC(3),aminoglycoside
turkey,SD57007PPY20207,aac(3)-IId,chromosome,AAC(3)-Iid,AAC(3),aminoglycoside
turkey,SD57007PPY20207,IncFIB(AP001918),plasmid,IncFIB(AP001918),,MULTI-DRUG
turkey,SD57007PPY20207,IncFIC(FII),plasmid,IncFIC(FII),,MULTI-DRUG
turkey,SD57007PPY20207,ColRNAI,plasmid,ColRNAI,,colistin
